SOLD_MONTH,CITY,ZIP,PRICE,BEDS,BATHS,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,MLS,LATITUDE,LONGITUDE,HOUSE_DES
11/1/2021,Frisco,75036,465000,4,3.5,2790,8712,2018,167,14667239,33.1509083,-96.9274994,"Offers due Oct 4 @ 12.Welcome home to this charming 3 year old west Frisco home! Imagine sitting on the covered back patio enjoying your morning coffee or unwinding in the evening listening to birds chirp & leaves rustle in the wind from the wooded area behind the home. You’re sure to fall in love as you enter to soaring ceilings, arched detailing & open-concept kitchen, dining & living - perfect for entertaining. Stainless appliances, granite & undercabinet lighting are just a few kitchen perks. Flexible floor plan w-study w-French doors (used as formal dining) & upstairs game room. Recharge in private owners retreat downstairs overlooking the backyard. Great neighborhood amenities! Near lake & walk to school."
9/1/2021,Frisco,75036,349000,3,2,1814,5706,2010,192,14631624,33.1433636,-96.9181612,"Beautiful single-story house in Hidden Cove is just minutes from Frisco Lakes Golf Course, Hidden Cove Park and Marina, and of the Dallas Cowboys Star Headquarters. Open layout that connects kitchen and living room. Gorgeous kitchen with black granite and lots of countertops. Spacious primary bedroom with custom jacuzzi and a good size master closet, 2 dining areas (the playroom could be used as a second dining or living area). 2 secondary bedrooms, and a study with French doors and a Murphy bed installed in 2022 (that could be used as a guest bedroom). Good size backyard with an outdoor patio and pergola great for entertaining your guests and family. 2nd bath has been completely renovated in 2022. The roof was replaced in 2022, the garage door in 2022, light fixtures and fans were replaced in 2021, and fresh interior paint in the entire house and outside trim in 2021. Located at walking distance from the community pool."
7/1/2021,Frisco,75036,385000,4,3.5,2704,8799,2016,142,14597760,33.1412179,-96.9319416,"You are at home in the gated community The Shores at Hidden Cove! This beautifully landscaped home features a welcoming entrance with formal dining on the left. Kitchen hosts granite counters, matching SS appliances & wood cabinets. The breakfast nook leads to the large living area with fireplace. Primary bedroom features an ensuite bath with dual sinks, garden tub, separate shower, & walk in closet. Secondary bedrooms are spacious with walk in closets. Additional living area & room that can be used as a media or play room also on second level. HOA amenities include 2 swimming pools, playgrounds, and covered picnic areas. Neighborhood located next to Hidden Cove Park with hiking trails, Marina, & lake access."
5/1/2022,Frisco,75036,392000,4,2,2007,5750,2010,195,20021948,33.145098,-96.918106,"Don't miss out on this amazing home in WEST FRISCO. This beautiful 4Bed 2 bath has an open floor plan with lots of room. Front room can be used as a formal dining room or an additional sitting room. Beautiful wood floors through out the living areas. Spacious open kitchen includes large pantry and eating area. Primary bedroom has tons of natural light, attached bath with duel sinks and large soaking tub. Jack & Jill style bathroom connects secondary bedrooms. Living room surrounded by large windows and fireplace make it a great place to entertain. Don't miss the amazing backyard with a beautiful covered patio. This home is part of a HOA with access to three communities offering so many amenities including parks, pools and walking trails. Located just minutes away from Lake Lewisville this home is one you won't want to miss! HIGHEST AND BEST OFFERS DUE SUNDAY 5-1 at 6pm"
9/1/2021,Frisco,75036,442000,4,3,3095,6360,2015,143,14637714,33.1403163,-96.9325436,"Welcome home to 11416 Champion Creek. Everything you could want in a home can be found here. Open floor plan, 2 bedrooms downstairs and 2 upstairs with a large flex space game area and a media room. A backyard that is a blank slate waiting for your touch. Come see this lovely, one owner home, it will go fast!"
9/1/2022,Frisco,75036,460000,4,2,2063,6098,2017,223,20134544,33.1423135,-96.9283515,"*Please call Eric Houston at 940-783-1624 for the inside scoop. Welcome to The Shores at Hidden Cove, an enchanting gem in the Frisco area. This charming 4 bedroom, 2 bathroom, 1 story masterpiece (with a spacious Den) is looking for her new owner. This cozy and intimate home is close to schools, shopping, galleries, museums, parks and restaurants. Visit with friends or plant a garden in your spacious backyard. Take a walk around the community and say hi to your neighbors. Marvel at the variety of birds and butterflies that you pass. The family has loved the space and peacefulness of this neighborhood and their home for years, but for family reasons it's time to bless someone else with this home and the experience of living in this amazing area. It's time to make a move. So come and visit. Come and dream. Come and create your new life here in the Shores at Hidden Creek. *Ask about the jack and Jill bathroom; is one of the great surprises in this home."
4/1/2022,Frisco,75036,499000,4,3,2423,8442,2017,206,20007221,33.1414503,-96.929829,"-OFFER DEADLINE TUESDAY MARCH 22, 12PM. CORNER LOT in desirable Frisco neighborhood!! Enjoy your spacious, well maintained home. 4 bedrooms, 2 full bath, 1 half bath downstairs. Plus, media room and 2nd half bath upstairs. Primary suite features a garden tub with separate shower, double sink vanity, and walk-in closet. Entertain with the help of the kitchen island and covered patio! Gated neighborhood with access to 2 community pools, playground, and pond. New Roof March, 2022."
7/1/2021,Frisco,75036,398000,4,2.5,2115,6098,2013,188,14563577,33.138504,-96.92445,"MULTIPLE OFFERS, PLEASE SUBMIT BEST AND FINAL BY TUESDAY, MAY 11, 2021 AT 5:00 PM. Remarkable one owner home with designer touches throughout. From sitting in the enclosed patio, having morning coffee, glass of wine in the evening, movie night or even storm watching (super safe because of the hurricane proof back door). Meticulously maintained, hard to find a flaw anywhere. Every detail tended to, from rodent exclusions to every light switch the equivalent to those found in very expensive homes. Located in a gated area the family can walk to the neighborhood swimming pool, the park or spend an afternoon at the catch and release pond."
5/1/2022,Frisco,75036,449000,3,2,2063,6011,2015,218,14760594,33.1403569,-96.9328957,"Beautiful one story north facing home in the gated community of The Shores at Hidden Cove. Your new home has it all! A home office, spacious eat-in kitchen with stainless steel appliances, granite countertops, and plenty of cabinets. The kitche opens up to an oversized living room with a wood burning fireplace, walls o windows with a view of the large backyard and covered patio. The master ensuite has dual sinks, garden tub, glass shower and walkin closet. Your family will enjoy 2 community pools, playgrounds, ponds, coverered picnic area and you are minutes from Hidden Cove Park and Marina. MULTIPLE OFFERS RECEIVED! Highest and best offers due 2.20.2022 at MIDNIGHT."
3/1/2021,Frisco,75036,269900,3,2,1452,5009,2007,186,14508451,33.142059,-96.916206,"OPEN HOUSE SATURDAY 2-26 FROM 11-3 Awesome location in wonderful neighborhood with community pool & playground park! Shows great and with pride of ownership. Owner has replaced roof & gutters, HVAC system, hot water heater, beautiful ceramic tile, granite counters, , updated master bath & shower, and more. Open floor plan which is great for entertaining. This location is close to everything but not in the middle of the hustle and bustle. Best of all it is only a half a mile away from Hidden Cove Park and Marina, Enjoy paddle boarding, boat rentals, floating restaurant, and much more. This one won't last. Showings start Saturday at 11AM"
9/1/2021,Frisco,75036,489000,2,2,1935,8233,2014,253,14643114,33.136054,-96.915375,"Wonderful Tifton Walk with upgrades including crown molding, hardwoods, plantation shutters & pull-out shelves in kitchen and master bath! Lrg island kitchen offers granite counters, tumbled backsplash, stainless appliances & pendant lighting. Adjacent dining room boasts a decorative chandelier. Fr doors lead to a spacious, private study. Master suite inc trey ceiling, dual sinks, garden tub, sep shower, linen closet & walk-in closet. Laundry rm has cabinets to the ceiling for extra storage. Tandem garage w epoxy flooring provides another storage space. Enjoy the corner lot & parkway from the screened porch. Extended, stamped concrete patio boasts a pergola for shade."
1/1/2022,Frisco,75036,480000,5,3,2947,5489,2016,163,14731734,33.1390131,-96.9327761,"Beautiful well maintained 2 story home located in the gated community of Shores at Hidden Cove nestled in West Frisco. House boasts vaulted ceilings, plenty of living space, and open floor plan making this house the perfect home for entertaining. Home wont last for long! Amenities include two community pools, playgrounds, and covered picnic areas. Neighborhood is located close to Hidden Cove Park with hiking trails, marina, and lake access."
5/1/2022,Frisco,75036,365000,2,2,1454,5053,2015,251,20036564,33.1400616,-96.9212908,"Charming single story home in the over 55 master planned community of Frisco Lakes! Enter into this home and you will find an expansive open living and dining space, both with a recessed ceiling feature. The primary bedroom and ensuite bathroom is large creating a perfect retreat. The kitchen and eat in area, with it’s granite countertops, are ideal and opens to the living area. Fresh paint throughout and a new roof. Further enjoyment is found outside under the covered patio. The neighborhood is complete with club houses, golfing, pool and lake. Don’t miss out on this fantastic, well-maintained home! New Membership Fee: $1,500, collected by Title for the HOA at Closing."
